Unnamed: 0,filepath,split,label,dataset,architecture
58,cnndetection/train/0_real/natural_0_real_69.png,train,0,CNNDetection,natural
59,cnndetection/train/0_real/natural_0_real_48.png,train,0,CNNDetection,natural
60,cnndetection/train/0_real/natural_0_real_29.png,train,0,CNNDetection,natural
61,cnndetection/train/0_real/natural_0_real_75.png,train,0,CNNDetection,natural
62,cnndetection/train/0_real/natural_0_real_4.png,train,0,CNNDetection,natural
63,cnndetection/train/0_real/natural_0_real_99.png,train,0,CNNDetection,natural
64,cnndetection/train/0_real/natural_0_real_40.png,train,0,CNNDetection,natural
65,cnndetection/train/0_real/natural_0_real_5.png,train,0,CNNDetection,natural
66,cnndetection/train/0_real/natural_0_real_66.png,train,0,CNNDetection,natural
67,cnndetection/train/0_real/natural_0_real_71.png,train,0,CNNDetection,natural
68,cnndetection/train/0_real/natural_0_real_93.png,train,0,CNNDetection,natural
69,cnndetection/train/0_real/natural_0_real_22.png,train,0,CNNDetection,natural
70,cnndetection/train/0_real/natural_0_real_80.png,train,0,CNNDetection,natural
71,cnndetection/train/0_real/natural_0_real_34.png,train,0,CNNDetection,natural
72,cnndetection/train/0_real/natural_0_real_31.png,train,0,CNNDetection,natural
73,cnndetection/train/0_real/natural_0_real_36.png,train,0,CNNDetection,natural
74,cnndetection/train/0_real/natural_0_real_76.png,train,0,CNNDetection,natural
75,cnndetection/train/0_real/natural_0_real_74.png,train,0,CNNDetection,natural
76,cnndetection/train/0_real/natural_0_real_63.png,train,0,CNNDetection,natural
77,cnndetection/train/0_real/natural_0_real_11.png,train,0,CNNDetection,natural
78,cnndetection/train/0_real/natural_0_real_77.png,train,0,CNNDetection,natural
79,cnndetection/train/0_real/natural_0_real_61.png,train,0,CNNDetection,natural
80,cnndetection/train/0_real/natural_0_real_25.png,train,0,CNNDetection,natural
81,cnndetection/train/0_real/natural_0_real_0.png,train,0,CNNDetection,natural
82,cnndetection/train/0_real/natural_0_real_79.png,train,0,CNNDetection,natural
83,cnndetection/train/0_real/natural_0_real_73.png,train,0,CNNDetection,natural
84,cnndetection/train/0_real/natural_0_real_6.png,train,0,CNNDetection,natural
85,cnndetection/train/0_real/natural_0_real_23.png,train,0,CNNDetection,natural
86,cnndetection/train/0_real/natural_0_real_2.png,train,0,CNNDetection,natural
87,cnndetection/train/0_real/natural_0_real_64.png,train,0,CNNDetection,natural
88,cnndetection/train/0_real/natural_0_real_46.png,train,0,CNNDetection,natural
89,cnndetection/train/0_real/natural_0_real_78.png,train,0,CNNDetection,natural
90,cnndetection/train/0_real/natural_0_real_8.png,train,0,CNNDetection,natural
91,cnndetection/train/0_real/natural_0_real_17.png,train,0,CNNDetection,natural
92,cnndetection/train/0_real/natural_0_real_28.png,train,0,CNNDetection,natural
93,cnndetection/train/0_real/natural_0_real_65.png,train,0,CNNDetection,natural
94,cnndetection/train/0_real/natural_0_real_27.png,train,0,CNNDetection,natural
95,cnndetection/train/0_real/natural_0_real_57.png,train,0,CNNDetection,natural
96,cnndetection/train/0_real/natural_0_real_9.png,train,0,CNNDetection,natural
97,cnndetection/train/0_real/natural_0_real_21.png,train,0,CNNDetection,natural
98,cnndetection/train/0_real/natural_0_real_81.png,train,0,CNNDetection,natural
99,cnndetection/train/0_real/natural_0_real_97.png,train,0,CNNDetection,natural
100,cnndetection/train/0_real/natural_0_real_102.png,train,0,CNNDetection,natural
101,cnndetection/train/0_real/natural_0_real_104.png,train,0,CNNDetection,natural
102,cnndetection/train/0_real/natural_0_real_120.png,train,0,CNNDetection,natural
103,cnndetection/train/0_real/natural_0_real_106.png,train,0,CNNDetection,natural
104,cnndetection/train/0_real/natural_0_real_103.png,train,0,CNNDetection,natural
105,cnndetection/train/0_real/natural_0_real_100.png,train,0,CNNDetection,natural
106,cnndetection/train/0_real/natural_0_real_113.png,train,0,CNNDetection,natural
107,cnndetection/train/0_real/natural_0_real_114.png,train,0,CNNDetection,natural
108,cnndetection/train/0_real/natural_0_real_101.png,train,0,CNNDetection,natural
109,cnndetection/train/0_real/natural_0_real_109.png,train,0,CNNDetection,natural
110,cnndetection/train/0_real/natural_0_real_108.png,train,0,CNNDetection,natural
111,cnndetection/train/0_real/natural_0_real_107.png,train,0,CNNDetection,natural
112,cnndetection/train/0_real/natural_0_real_118.png,train,0,CNNDetection,natural
113,cnndetection/train/0_real/natural_0_real_128.png,train,0,CNNDetection,natural
114,cnndetection/train/0_real/natural_0_real_112.png,train,0,CNNDetection,natural
115,cnndetection/train/0_real/natural_0_real_127.png,train,0,CNNDetection,natural
116,cnndetection/train/0_real/natural_0_real_123.png,train,0,CNNDetection,natural
117,cnndetection/train/0_real/natural_0_real_125.png,train,0,CNNDetection,natural
118,cnndetection/train/0_real/natural_0_real_110.png,train,0,CNNDetection,natural
119,cnndetection/train/0_real/natural_0_real_124.png,train,0,CNNDetection,natural
120,cnndetection/train/0_real/natural_0_real_115.png,train,0,CNNDetection,natural
121,cnndetection/train/0_real/natural_0_real_116.png,train,0,CNNDetection,natural
122,cnndetection/train/0_real/natural_0_real_119.png,train,0,CNNDetection,natural
123,cnndetection/train/0_real/natural_0_real_126.png,train,0,CNNDetection,natural
124,cnndetection/train/0_real/natural_0_real_105.png,train,0,CNNDetection,natural
125,cnndetection/train/0_real/natural_0_real_117.png,train,0,CNNDetection,natural
126,cnndetection/train/0_real/natural_0_real_121.png,train,0,CNNDetection,natural
127,cnndetection/train/0_real/natural_0_real_129.png,train,0,CNNDetection,natural
128,cnndetection/train/0_real/natural_0_real_111.png,train,0,CNNDetection,natural
129,cnndetection/train/0_real/natural_0_real_130.png,train,0,CNNDetection,natural
130,cnndetection/train/0_real/natural_0_real_122.png,train,0,CNNDetection,natural
131,cnndetection/train/0_real/natural_0_real_131.png,train,0,CNNDetection,natural
132,cnndetection/train/0_real/natural_0_real_132.png,train,0,CNNDetection,natural
133,cnndetection/train/0_real/natural_0_real_133.png,train,0,CNNDetection,natural
134,cnndetection/train/0_real/natural_0_real_143.png,train,0,CNNDetection,natural
135,cnndetection/train/0_real/natural_0_real_138.png,train,0,CNNDetection,natural
136,cnndetection/train/0_real/natural_0_real_134.png,train,0,CNNDetection,natural
137,cnndetection/train/0_real/natural_0_real_137.png,train,0,CNNDetection,natural
138,cnndetection/train/0_real/natural_0_real_136.png,train,0,CNNDetection,natural
139,cnndetection/train/0_real/natural_0_real_139.png,train,0,CNNDetection,natural
140,cnndetection/train/0_real/natural_0_real_135.png,train,0,CNNDetection,natural
141,cnndetection/train/0_real/natural_0_real_142.png,train,0,CNNDetection,natural
142,cnndetection/train/0_real/natural_0_real_146.png,train,0,CNNDetection,natural
143,cnndetection/train/0_real/natural_0_real_144.png,train,0,CNNDetection,natural
144,cnndetection/train/0_real/natural_0_real_150.png,train,0,CNNDetection,natural
145,cnndetection/train/0_real/natural_0_real_141.png,train,0,CNNDetection,natural
146,cnndetection/train/0_real/natural_0_real_149.png,train,0,CNNDetection,natural
147,cnndetection/train/0_real/natural_0_real_147.png,train,0,CNNDetection,natural
148,cnndetection/train/0_real/natural_0_real_154.png,train,0,CNNDetection,natural
149,cnndetection/train/0_real/natural_0_real_145.png,train,0,CNNDetection,natural
150,cnndetection/train/0_real/natural_0_real_151.png,train,0,CNNDetection,natural
151,cnndetection/train/0_real/natural_0_real_153.png,train,0,CNNDetection,natural
152,cnndetection/train/0_real/natural_0_real_140.png,train,0,CNNDetection,natural
153,cnndetection/train/0_real/natural_0_real_156.png,train,0,CNNDetection,natural
154,cnndetection/train/0_real/natural_0_real_148.png,train,0,CNNDetection,natural
155,cnndetection/train/0_real/natural_0_real_152.png,train,0,CNNDetection,natural
156,cnndetection/train/0_real/natural_0_real_160.png,train,0,CNNDetection,natural
157,cnndetection/train/0_real/natural_0_real_164.png,train,0,CNNDetection,natural
158,cnndetection/train/0_real/natural_0_real_161.png,train,0,CNNDetection,natural
159,cnndetection/train/0_real/natural_0_real_155.png,train,0,CNNDetection,natural
160,cnndetection/train/0_real/natural_0_real_162.png,train,0,CNNDetection,natural
161,cnndetection/train/0_real/natural_0_real_157.png,train,0,CNNDetection,natural
162,cnndetection/train/0_real/natural_0_real_159.png,train,0,CNNDetection,natural
163,cnndetection/train/0_real/natural_0_real_163.png,train,0,CNNDetection,natural
164,cnndetection/train/0_real/natural_0_real_158.png,train,0,CNNDetection,natural
165,cnndetection/train/0_real/natural_0_real_165.png,train,0,CNNDetection,natural
166,cnndetection/train/0_real/natural_0_real_167.png,train,0,CNNDetection,natural
167,cnndetection/train/0_real/natural_0_real_166.png,train,0,CNNDetection,natural
168,cnndetection/train/0_real/natural_0_real_169.png,train,0,CNNDetection,natural
169,cnndetection/train/0_real/natural_0_real_173.png,train,0,CNNDetection,natural
170,cnndetection/train/0_real/natural_0_real_168.png,train,0,CNNDetection,natural
171,cnndetection/train/0_real/natural_0_real_177.png,train,0,CNNDetection,natural
172,cnndetection/train/0_real/natural_0_real_178.png,train,0,CNNDetection,natural
173,cnndetection/train/0_real/natural_0_real_171.png,train,0,CNNDetection,natural
174,cnndetection/train/0_real/natural_0_real_176.png,train,0,CNNDetection,natural
175,cnndetection/train/0_real/natural_0_real_174.png,train,0,CNNDetection,natural
176,cnndetection/train/0_real/natural_0_real_175.png,train,0,CNNDetection,natural
177,cnndetection/train/0_real/natural_0_real_170.png,train,0,CNNDetection,natural
178,cnndetection/train/0_real/natural_0_real_180.png,train,0,CNNDetection,natural
179,cnndetection/train/0_real/natural_0_real_179.png,train,0,CNNDetection,natural
180,cnndetection/train/0_real/natural_0_real_172.png,train,0,CNNDetection,natural
181,cnndetection/train/0_real/natural_0_real_181.png,train,0,CNNDetection,natural
182,cnndetection/train/0_real/natural_0_real_185.png,train,0,CNNDetection,natural
183,cnndetection/train/0_real/natural_0_real_188.png,train,0,CNNDetection,natural
184,cnndetection/train/0_real/natural_0_real_182.png,train,0,CNNDetection,natural
185,cnndetection/train/0_real/natural_0_real_184.png,train,0,CNNDetection,natural
186,cnndetection/train/0_real/natural_0_real_183.png,train,0,CNNDetection,natural
187,cnndetection/train/0_real/natural_0_real_187.png,train,0,CNNDetection,natural
188,cnndetection/train/0_real/natural_0_real_186.png,train,0,CNNDetection,natural
189,cnndetection/train/0_real/natural_0_real_190.png,train,0,CNNDetection,natural
190,cnndetection/train/0_real/natural_0_real_189.png,train,0,CNNDetection,natural
191,cnndetection/train/0_real/natural_0_real_192.png,train,0,CNNDetection,natural
192,cnndetection/train/0_real/natural_0_real_194.png,train,0,CNNDetection,natural
193,cnndetection/train/0_real/natural_0_real_191.png,train,0,CNNDetection,natural
194,cnndetection/train/0_real/natural_0_real_193.png,train,0,CNNDetection,natural
195,cnndetection/train/0_real/natural_0_real_196.png,train,0,CNNDetection,natural
196,cnndetection/train/0_real/natural_0_real_197.png,train,0,CNNDetection,natural
197,cnndetection/train/0_real/natural_0_real_198.png,train,0,CNNDetection,natural
198,cnndetection/train/0_real/natural_0_real_195.png,train,0,CNNDetection,natural
199,cnndetection/train/0_real/natural_0_real_201.png,train,0,CNNDetection,natural
200,cnndetection/train/0_real/natural_0_real_200.png,train,0,CNNDetection,natural
201,cnndetection/train/0_real/natural_0_real_203.png,train,0,CNNDetection,natural
202,cnndetection/train/0_real/natural_0_real_199.png,train,0,CNNDetection,natural
203,cnndetection/train/0_real/natural_0_real_202.png,train,0,CNNDetection,natural
204,cnndetection/train/0_real/natural_0_real_207.png,train,0,CNNDetection,natural
205,cnndetection/train/0_real/natural_0_real_209.png,train,0,CNNDetection,natural
206,cnndetection/train/0_real/natural_0_real_204.png,train,0,CNNDetection,natural
207,cnndetection/train/0_real/natural_0_real_206.png,train,0,CNNDetection,natural
208,cnndetection/train/0_real/natural_0_real_205.png,train,0,CNNDetection,natural
209,cnndetection/train/0_real/natural_0_real_210.png,train,0,CNNDetection,natural
210,cnndetection/train/0_real/natural_0_real_214.png,train,0,CNNDetection,natural
211,cnndetection/train/0_real/natural_0_real_215.png,train,0,CNNDetection,natural
212,cnndetection/train/0_real/natural_0_real_211.png,train,0,CNNDetection,natural
213,cnndetection/train/0_real/natural_0_real_213.png,train,0,CNNDetection,natural
214,cnndetection/train/0_real/natural_0_real_212.png,train,0,CNNDetection,natural
215,cnndetection/train/0_real/natural_0_real_217.png,train,0,CNNDetection,natural
216,cnndetection/train/0_real/natural_0_real_216.png,train,0,CNNDetection,natural
217,cnndetection/train/0_real/natural_0_real_208.png,train,0,CNNDetection,natural
218,cnndetection/train/0_real/natural_0_real_219.png,train,0,CNNDetection,natural
219,cnndetection/train/0_real/natural_0_real_218.png,train,0,CNNDetection,natural
220,cnndetection/train/0_real/natural_0_real_220.png,train,0,CNNDetection,natural
221,cnndetection/train/0_real/natural_0_real_221.png,train,0,CNNDetection,natural
222,cnndetection/train/0_real/natural_0_real_222.png,train,0,CNNDetection,natural
223,cnndetection/train/0_real/natural_0_real_225.png,train,0,CNNDetection,natural
224,cnndetection/train/0_real/natural_0_real_226.png,train,0,CNNDetection,natural
225,cnndetection/train/0_real/natural_0_real_223.png,train,0,CNNDetection,natural
226,cnndetection/train/0_real/natural_0_real_224.png,train,0,CNNDetection,natural
227,cnndetection/train/0_real/natural_0_real_228.png,train,0,CNNDetection,natural
228,cnndetection/train/0_real/natural_0_real_230.png,train,0,CNNDetection,natural
229,cnndetection/train/0_real/natural_0_real_227.png,train,0,CNNDetection,natural
230,cnndetection/train/0_real/natural_0_real_229.png,train,0,CNNDetection,natural
231,cnndetection/train/0_real/natural_0_real_231.png,train,0,CNNDetection,natural
232,cnndetection/train/0_real/natural_0_real_235.png,train,0,CNNDetection,natural
233,cnndetection/train/0_real/natural_0_real_232.png,train,0,CNNDetection,natural
234,cnndetection/train/0_real/natural_0_real_236.png,train,0,CNNDetection,natural
235,cnndetection/train/0_real/natural_0_real_237.png,train,0,CNNDetection,natural
236,cnndetection/train/0_real/natural_0_real_233.png,train,0,CNNDetection,natural
237,cnndetection/train/0_real/natural_0_real_238.png,train,0,CNNDetection,natural
238,cnndetection/train/0_real/natural_0_real_242.png,train,0,CNNDetection,natural
239,cnndetection/train/0_real/natural_0_real_243.png,train,0,CNNDetection,natural
240,cnndetection/train/0_real/natural_0_real_240.png,train,0,CNNDetection,natural
241,cnndetection/train/0_real/natural_0_real_245.png,train,0,CNNDetection,natural
242,cnndetection/train/0_real/natural_0_real_239.png,train,0,CNNDetection,natural
243,cnndetection/train/0_real/natural_0_real_241.png,train,0,CNNDetection,natural
244,cnndetection/train/0_real/natural_0_real_246.png,train,0,CNNDetection,natural
245,cnndetection/train/0_real/natural_0_real_234.png,train,0,CNNDetection,natural
246,cnndetection/train/0_real/natural_0_real_244.png,train,0,CNNDetection,natural
247,cnndetection/train/0_real/natural_0_real_251.png,train,0,CNNDetection,natural
248,cnndetection/train/0_real/natural_0_real_252.png,train,0,CNNDetection,natural
249,cnndetection/train/0_real/natural_0_real_248.png,train,0,CNNDetection,natural
250,cnndetection/train/0_real/natural_0_real_247.png,train,0,CNNDetection,natural
251,cnndetection/train/0_real/natural_0_real_250.png,train,0,CNNDetection,natural
252,cnndetection/train/0_real/natural_0_real_254.png,train,0,CNNDetection,natural
253,cnndetection/train/0_real/natural_0_real_249.png,train,0,CNNDetection,natural
254,cnndetection/train/0_real/natural_0_real_253.png,train,0,CNNDetection,natural
255,cnndetection/train/0_real/natural_0_real_255.png,train,0,CNNDetection,natural
256,cnndetection/train/0_real/natural_0_real_258.png,train,0,CNNDetection,natural
257,cnndetection/train/0_real/natural_0_real_257.png,train,0,CNNDetection,natural
258,cnndetection/train/0_real/natural_0_real_256.png,train,0,CNNDetection,natural
259,cnndetection/train/0_real/natural_0_real_259.png,train,0,CNNDetection,natural
260,cnndetection/train/0_real/natural_0_real_263.png,train,0,CNNDetection,natural
261,cnndetection/train/0_real/natural_0_real_261.png,train,0,CNNDetection,natural
262,cnndetection/train/0_real/natural_0_real_260.png,train,0,CNNDetection,natural
263,cnndetection/train/0_real/natural_0_real_267.png,train,0,CNNDetection,natural
264,cnndetection/train/0_real/natural_0_real_269.png,train,0,CNNDetection,natural
265,cnndetection/train/0_real/natural_0_real_266.png,train,0,CNNDetection,natural
266,cnndetection/train/0_real/natural_0_real_264.png,train,0,CNNDetection,natural
267,cnndetection/train/0_real/natural_0_real_262.png,train,0,CNNDetection,natural
268,cnndetection/train/0_real/natural_0_real_265.png,train,0,CNNDetection,natural
269,cnndetection/train/0_real/natural_0_real_271.png,train,0,CNNDetection,natural
270,cnndetection/train/0_real/natural_0_real_270.png,train,0,CNNDetection,natural
271,cnndetection/train/0_real/natural_0_real_268.png,train,0,CNNDetection,natural
272,cnndetection/train/0_real/natural_0_real_273.png,train,0,CNNDetection,natural
273,cnndetection/train/0_real/natural_0_real_272.png,train,0,CNNDetection,natural
274,cnndetection/train/0_real/natural_0_real_274.png,train,0,CNNDetection,natural
275,cnndetection/train/0_real/natural_0_real_275.png,train,0,CNNDetection,natural
276,cnndetection/train/0_real/natural_0_real_277.png,train,0,CNNDetection,natural
277,cnndetection/train/0_real/natural_0_real_276.png,train,0,CNNDetection,natural
278,cnndetection/train/0_real/natural_0_real_287.png,train,0,CNNDetection,natural
279,cnndetection/train/0_real/natural_0_real_286.png,train,0,CNNDetection,natural
280,cnndetection/train/0_real/natural_0_real_285.png,train,0,CNNDetection,natural
281,cnndetection/train/0_real/natural_0_real_278.png,train,0,CNNDetection,natural
282,cnndetection/train/0_real/natural_0_real_280.png,train,0,CNNDetection,natural
283,cnndetection/train/0_real/natural_0_real_279.png,train,0,CNNDetection,natural
284,cnndetection/train/0_real/natural_0_real_282.png,train,0,CNNDetection,natural
285,cnndetection/train/0_real/natural_0_real_288.png,train,0,CNNDetection,natural
286,cnndetection/train/0_real/natural_0_real_292.png,train,0,CNNDetection,natural
287,cnndetection/train/0_real/natural_0_real_291.png,train,0,CNNDetection,natural
288,cnndetection/train/0_real/natural_0_real_281.png,train,0,CNNDetection,natural
289,cnndetection/train/0_real/natural_0_real_290.png,train,0,CNNDetection,natural
290,cnndetection/train/0_real/natural_0_real_283.png,train,0,CNNDetection,natural
291,cnndetection/train/0_real/natural_0_real_294.png,train,0,CNNDetection,natural
292,cnndetection/train/0_real/natural_0_real_289.png,train,0,CNNDetection,natural
293,cnndetection/train/0_real/natural_0_real_295.png,train,0,CNNDetection,natural
294,cnndetection/train/0_real/natural_0_real_297.png,train,0,CNNDetection,natural
295,cnndetection/train/0_real/natural_0_real_296.png,train,0,CNNDetection,natural
296,cnndetection/train/0_real/natural_0_real_299.png,train,0,CNNDetection,natural
297,cnndetection/train/0_real/natural_0_real_298.png,train,0,CNNDetection,natural
298,cnndetection/train/0_real/natural_0_real_301.png,train,0,CNNDetection,natural
299,cnndetection/train/0_real/natural_0_real_303.png,train,0,CNNDetection,natural
300,cnndetection/train/0_real/natural_0_real_293.png,train,0,CNNDetection,natural
301,cnndetection/train/0_real/natural_0_real_300.png,train,0,CNNDetection,natural
302,cnndetection/train/0_real/natural_0_real_304.png,train,0,CNNDetection,natural
303,cnndetection/train/0_real/natural_0_real_308.png,train,0,CNNDetection,natural
304,cnndetection/train/0_real/natural_0_real_307.png,train,0,CNNDetection,natural
305,cnndetection/train/0_real/natural_0_real_305.png,train,0,CNNDetection,natural
306,cnndetection/train/0_real/natural_0_real_310.png,train,0,CNNDetection,natural
307,cnndetection/train/0_real/natural_0_real_284.png,train,0,CNNDetection,natural
308,cnndetection/train/0_real/natural_0_real_306.png,train,0,CNNDetection,natural
309,cnndetection/train/0_real/natural_0_real_302.png,train,0,CNNDetection,natural
310,cnndetection/train/0_real/natural_0_real_311.png,train,0,CNNDetection,natural
311,cnndetection/train/0_real/natural_0_real_309.png,train,0,CNNDetection,natural
312,cnndetection/train/0_real/natural_0_real_314.png,train,0,CNNDetection,natural
313,cnndetection/train/0_real/natural_0_real_312.png,train,0,CNNDetection,natural
314,cnndetection/train/0_real/natural_0_real_313.png,train,0,CNNDetection,natural
315,cnndetection/train/0_real/natural_0_real_315.png,train,0,CNNDetection,natural
316,cnndetection/train/0_real/natural_0_real_321.png,train,0,CNNDetection,natural
317,cnndetection/train/0_real/natural_0_real_318.png,train,0,CNNDetection,natural
318,cnndetection/train/0_real/natural_0_real_317.png,train,0,CNNDetection,natural
319,cnndetection/train/0_real/natural_0_real_316.png,train,0,CNNDetection,natural
320,cnndetection/train/0_real/natural_0_real_324.png,train,0,CNNDetection,natural
321,cnndetection/train/0_real/natural_0_real_322.png,train,0,CNNDetection,natural
322,cnndetection/train/0_real/natural_0_real_319.png,train,0,CNNDetection,natural
323,cnndetection/train/0_real/natural_0_real_320.png,train,0,CNNDetection,natural
324,cnndetection/train/0_real/natural_0_real_323.png,train,0,CNNDetection,natural
325,cnndetection/train/0_real/natural_0_real_328.png,train,0,CNNDetection,natural
326,cnndetection/train/0_real/natural_0_real_325.png,train,0,CNNDetection,natural
327,cnndetection/train/0_real/natural_0_real_326.png,train,0,CNNDetection,natural
328,cnndetection/train/0_real/natural_0_real_329.png,train,0,CNNDetection,natural
329,cnndetection/train/0_real/natural_0_real_327.png,train,0,CNNDetection,natural
330,cnndetection/train/0_real/natural_0_real_332.png,train,0,CNNDetection,natural
331,cnndetection/train/0_real/natural_0_real_331.png,train,0,CNNDetection,natural
332,cnndetection/train/0_real/natural_0_real_330.png,train,0,CNNDetection,natural
333,cnndetection/train/0_real/natural_0_real_333.png,train,0,CNNDetection,natural
334,cnndetection/train/0_real/natural_0_real_336.png,train,0,CNNDetection,natural
335,cnndetection/train/0_real/natural_0_real_335.png,train,0,CNNDetection,natural
336,cnndetection/train/0_real/natural_0_real_334.png,train,0,CNNDetection,natural
337,cnndetection/train/0_real/natural_0_real_337.png,train,0,CNNDetection,natural
338,cnndetection/train/0_real/natural_0_real_339.png,train,0,CNNDetection,natural
339,cnndetection/train/0_real/natural_0_real_340.png,train,0,CNNDetection,natural
340,cnndetection/train/0_real/natural_0_real_341.png,train,0,CNNDetection,natural
341,cnndetection/train/0_real/natural_0_real_343.png,train,0,CNNDetection,natural
342,cnndetection/train/0_real/natural_0_real_342.png,train,0,CNNDetection,natural
343,cnndetection/train/0_real/natural_0_real_347.png,train,0,CNNDetection,natural
344,cnndetection/train/0_real/natural_0_real_338.png,train,0,CNNDetection,natural
345,cnndetection/train/0_real/natural_0_real_345.png,train,0,CNNDetection,natural
346,cnndetection/train/0_real/natural_0_real_348.png,train,0,CNNDetection,natural
347,cnndetection/train/0_real/natural_0_real_350.png,train,0,CNNDetection,natural
348,cnndetection/train/0_real/natural_0_real_349.png,train,0,CNNDetection,natural
349,cnndetection/train/0_real/natural_0_real_344.png,train,0,CNNDetection,natural
350,cnndetection/train/0_real/natural_0_real_346.png,train,0,CNNDetection,natural
351,cnndetection/train/0_real/natural_0_real_354.png,train,0,CNNDetection,natural
352,cnndetection/train/0_real/natural_0_real_351.png,train,0,CNNDetection,natural
353,cnndetection/train/0_real/natural_0_real_357.png,train,0,CNNDetection,natural
354,cnndetection/train/0_real/natural_0_real_356.png,train,0,CNNDetection,natural
355,cnndetection/train/0_real/natural_0_real_355.png,train,0,CNNDetection,natural
356,cnndetection/train/0_real/natural_0_real_352.png,train,0,CNNDetection,natural
